,city,date,fare,ride_id,driver_count,type
365,North Jason,2019-01-23 5:58,32.77,2990000000000.0,6,Urban
366,North Jason,2019-03-12 21:01,5.76,5110000000000.0,6,Urban
367,North Jason,2019-02-15 14:32,17.35,6040000000000.0,6,Urban
368,North Jason,2019-04-05 20:10,32.18,3370000000000.0,6,Urban
369,North Jason,2019-04-12 6:19,33.12,1710000000000.0,6,Urban
370,North Jason,2019-04-01 14:43,40.45,1100000000000.0,6,Urban
371,North Jason,2019-03-28 18:03,42.75,4270000000000.0,6,Urban
372,North Jason,2019-01-12 19:19,9.97,8000000000000.0,6,Urban
373,North Jason,2019-02-10 6:34,25.36,8590000000000.0,6,Urban
374,North Jason,2019-05-07 20:05,24.2,3920000000000.0,6,Urban
375,North Jason,2019-03-30 6:31,12.04,6620000000000.0,6,Urban
376,North Jason,2019-03-27 19:19,30.66,3370000000000.0,6,Urban
377,North Jason,2019-01-08 23:32,10.74,1780000000000.0,6,Urban
378,North Jason,2019-01-11 5:08,19.64,6880000000000.0,6,Urban
379,North Jason,2019-01-24 1:46,40.15,6720000000000.0,6,Urban
380,North Jason,2019-04-15 17:35,42.29,5010000000000.0,6,Urban
381,North Jason,2019-03-04 10:14,38.49,3340000000000.0,6,Urban
382,North Jason,2019-04-14 19:46,8.05,7830000000000.0,6,Urban
383,Williamsview,2019-01-03 16:19,18.93,1980000000000.0,46,Urban
384,Williamsview,2019-03-12 6:47,8.35,1940000000000.0,46,Urban
385,Williamsview,2019-01-09 15:24,44.46,2200000000000.0,46,Urban
386,Williamsview,2019-01-15 0:10,44.33,4630000000000.0,46,Urban
387,Williamsview,2019-04-07 0:32,18.92,23948941587.0,46,Urban
388,Williamsview,2019-04-07 2:32,19.19,8050000000000.0,46,Urban
389,Williamsview,2019-01-05 0:44,21.59,6180000000000.0,46,Urban
390,Williamsview,2019-05-04 14:56,32.8,2680000000000.0,46,Urban
391,Williamsview,2019-02-08 6:11,25.3,2320000000000.0,46,Urban
392,Williamsview,2019-04-15 16:09,44.74,2760000000000.0,46,Urban
393,Williamsview,2019-04-16 8:23,20.38,8230000000000.0,46,Urban
394,Williamsview,2019-04-26 0:30,20.89,2570000000000.0,46,Urban
395,Williamsview,2019-04-11 20:41,33.68,2740000000000.0,46,Urban
396,Williamsview,2019-03-02 22:23,25.15,5050000000000.0,46,Urban
397,Williamsview,2019-01-25 0:47,41.17,4840000000000.0,46,Urban
398,Williamsview,2019-02-18 2:31,18.75,4150000000000.0,46,Urban
399,Williamsview,2019-01-01 14:40,5.42,5680000000000.0,46,Urban
400,Williamsview,2019-03-22 22:31,15.85,8550000000000.0,46,Urban
401,Williamsview,2019-01-17 4:00,32.29,7450000000000.0,46,Urban
402,Williamsview,2019-04-18 2:07,39.79,8750000000000.0,46,Urban
403,Leahton,2019-02-26 18:42,8.85,6970000000000.0,17,Urban
404,Leahton,2019-05-05 10:34,17.05,5850000000000.0,17,Urban
405,Leahton,2019-04-02 17:39,22.76,5810000000000.0,17,Urban
406,Leahton,2019-02-21 20:37,24.13,6760000000000.0,17,Urban
407,Leahton,2019-02-13 11:40,16.79,4740000000000.0,17,Urban
408,Leahton,2019-01-27 8:09,29.36,2920000000000.0,17,Urban
409,Leahton,2019-02-28 13:10,9.08,8200000000000.0,17,Urban
410,Leahton,2019-01-13 0:03,9.37,4670000000000.0,17,Urban
411,Leahton,2019-01-08 11:48,39.81,458000000000.0,17,Urban
412,Leahton,2019-02-15 17:00,25.84,9240000000000.0,17,Urban
413,Leahton,2019-03-06 17:06,41.29,3310000000000.0,17,Urban
414,Leahton,2019-03-31 2:08,4.65,2200000000000.0,17,Urban
415,Leahton,2019-02-23 1:19,7.08,3740000000000.0,17,Urban
416,Leahton,2019-02-04 8:07,15.37,9590000000000.0,17,Urban
417,Leahton,2019-02-05 18:06,8.38,5900000000000.0,17,Urban
418,Leahton,2019-04-13 10:54,18.25,6160000000000.0,17,Urban
419,Leahton,2019-01-15 2:30,21.95,1800000000000.0,17,Urban
420,Leahton,2019-02-28 20:02,31.01,2120000000000.0,17,Urban
421,Leahton,2019-03-06 20:26,14.87,3840000000000.0,17,Urban
422,Leahton,2019-03-03 1:24,43.44,4290000000000.0,17,Urban
423,Leahton,2019-03-13 9:17,36.79,6210000000000.0,17,Urban
424,West Anthony,2019-03-06 2:27,10.02,9400000000000.0,70,Urban
425,West Anthony,2019-01-23 12:32,23.24,597000000000.0,70,Urban
426,West Anthony,2019-02-24 6:14,39.2,8490000000000.0,70,Urban
427,West Anthony,2019-03-17 0:30,35.42,4560000000000.0,70,Urban
428,West Anthony,2019-01-10 2:31,32.34,1480000000000.0,70,Urban
429,West Anthony,2019-04-29 1:12,27.04,4380000000000.0,70,Urban
430,West Anthony,2019-04-15 11:02,43.82,4380000000000.0,70,Urban
431,West Anthony,2019-04-03 2:42,10.56,3760000000000.0,70,Urban
432,West Anthony,2019-04-20 20:13,11.85,4270000000000.0,70,Urban
433,West Anthony,2019-02-19 22:53,27.9,4270000000000.0,70,Urban
434,West Anthony,2019-03-03 0:24,20.71,7550000000000.0,70,Urban
435,West Anthony,2019-02-04 15:04,20.09,4220000000000.0,70,Urban
436,West Anthony,2019-01-12 19:38,37.66,410000000000.0,70,Urban
437,West Anthony,2019-04-16 1:06,17.47,5710000000000.0,70,Urban
438,West Anthony,2019-05-01 17:43,23.76,2930000000000.0,70,Urban
439,West Anthony,2019-02-11 5:48,15.55,5990000000000.0,70,Urban
440,West Anthony,2019-03-21 1:28,15.64,4750000000000.0,70,Urban
441,West Anthony,2019-03-13 8:03,5.03,1180000000000.0,70,Urban
442,West Anthony,2019-05-03 4:49,21.38,9170000000000.0,70,Urban
443,West Anthony,2019-04-22 8:14,19.95,1210000000000.0,70,Urban
444,West Anthony,2019-04-03 1:47,31.6,4970000000000.0,70,Urban
445,West Anthony,2019-04-06 2:25,14.3,7570000000000.0,70,Urban
446,West Anthony,2019-02-07 16:55,33.51,4160000000000.0,70,Urban
447,West Anthony,2019-03-11 12:23,41.37,1130000000000.0,70,Urban
448,West Anthony,2019-04-18 23:10,31.16,8480000000000.0,70,Urban
449,West Anthony,2019-04-08 6:21,20.83,9580000000000.0,70,Urban
450,West Anthony,2019-02-10 9:16,38.54,8950000000000.0,70,Urban
451,West Anthony,2019-02-03 18:24,19.66,2910000000000.0,70,Urban
452,West Anthony,2019-04-18 8:11,11.2,3220000000000.0,70,Urban
453,West Anthony,2019-03-08 10:33,41.3,1150000000000.0,70,Urban
454,New Paulton,2019-05-01 3:12,8.28,8530000000000.0,44,Urban
455,New Paulton,2019-05-03 12:09,21.67,9090000000000.0,44,Urban
456,New Paulton,2019-03-10 1:07,28.0,1070000000000.0,44,Urban
457,New Paulton,2019-02-20 16:59,24.29,7740000000000.0,44,Urban
458,New Paulton,2019-02-08 17:11,39.65,8510000000000.0,44,Urban
459,New Paulton,2019-02-02 16:37,17.19,8500000000000.0,44,Urban
460,New Paulton,2019-03-28 3:35,14.94,3700000000000.0,44,Urban
461,New Paulton,2019-04-17 20:05,44.43,338000000000.0,44,Urban
462,New Paulton,2019-01-21 17:04,18.3,3720000000000.0,44,Urban
463,New Paulton,2019-01-13 18:33,29.9,4090000000000.0,44,Urban
464,New Paulton,2019-04-24 14:27,32.22,2990000000000.0,44,Urban
465,New Paulton,2019-03-15 4:48,4.6,9740000000000.0,44,Urban
466,New Paulton,2019-03-29 19:12,43.79,7070000000000.0,44,Urban
467,New Paulton,2019-03-19 23:42,40.2,8200000000000.0,44,Urban
468,New Paulton,2019-04-27 23:26,19.06,200000000000.0,44,Urban
469,New Paulton,2019-02-17 8:20,37.44,7430000000000.0,44,Urban
470,New Paulton,2019-04-06 16:21,38.8,8520000000000.0,44,Urban
471,New Paulton,2019-02-21 2:37,27.56,3950000000000.0,44,Urban
472,New Paulton,2019-03-12 13:53,38.26,79314274773.0,44,Urban
473,West Patrickchester,2019-03-19 5:46,40.86,899000000000.0,25,Urban
474,West Patrickchester,2019-03-07 15:47,23.66,3070000000000.0,25,Urban
475,West Patrickchester,2019-01-14 1:15,24.82,5930000000000.0,25,Urban
476,West Patrickchester,2019-02-09 5:54,16.1,9110000000000.0,25,Urban
477,West Patrickchester,2019-03-06 4:19,32.37,3680000000000.0,25,Urban
478,West Patrickchester,2019-04-13 19:49,33.33,1830000000000.0,25,Urban
479,West Patrickchester,2019-04-19 3:26,44.5,8640000000000.0,25,Urban
480,West Patrickchester,2019-02-12 16:33,22.64,4550000000000.0,25,Urban
481,West Patrickchester,2019-01-21 14:48,19.44,2090000000000.0,25,Urban
482,West Patrickchester,2019-03-17 4:51,17.38,3070000000000.0,25,Urban
483,West Patrickchester,2019-05-03 1:24,44.85,9420000000000.0,25,Urban
484,West Patrickchester,2019-04-07 17:41,33.9,3860000000000.0,25,Urban
485,West Patrickchester,2019-03-06 0:02,31.33,2570000000000.0,25,Urban
486,West Patrickchester,2019-03-02 20:29,25.28,8920000000000.0,25,Urban
487,West Patrickchester,2019-02-16 2:15,12.15,9180000000000.0,25,Urban
488,West Patrickchester,2019-04-18 11:41,29.12,8010000000000.0,25,Urban
489,Deanville,2019-04-25 3:29,41.52,6060000000000.0,49,Urban
490,Deanville,2019-05-01 21:53,8.28,593000000000.0,49,Urban
491,Deanville,2019-03-29 4:07,5.32,2610000000000.0,49,Urban
492,Deanville,2019-03-24 0:26,30.55,5280000000000.0,49,Urban
493,Deanville,2019-02-08 23:33,21.22,4790000000000.0,49,Urban
494,Deanville,2019-04-15 1:36,24.3,1070000000000.0,49,Urban
495,Deanville,2019-01-23 13:00,42.45,7290000000000.0,49,Urban
496,Deanville,2019-04-21 23:32,33.37,7760000000000.0,49,Urban
497,Deanville,2019-04-26 4:05,28.44,3330000000000.0,49,Urban
498,Deanville,2019-02-17 15:51,25.33,2750000000000.0,49,Urban
499,Deanville,2019-04-01 0:11,22.65,7000000000000.0,49,Urban
500,Deanville,2019-03-07 7:21,31.08,9710000000000.0,49,Urban
501,Deanville,2019-03-05 12:05,11.16,4740000000000.0,49,Urban
502,Deanville,2019-01-04 13:30,4.56,6420000000000.0,49,Urban
503,Deanville,2019-03-05 9:44,42.79,3620000000000.0,49,Urban
504,Deanville,2019-01-12 7:32,39.45,420000000000.0,49,Urban
505,Deanville,2019-01-28 3:13,31.65,650000000000.0,49,Urban
506,Deanville,2019-01-07 19:34,21.5,9420000000000.0,49,Urban
507,Deanville,2019-01-29 21:11,25.39,9620000000000.0,49,Urban
508,West Josephberg,2019-02-19 16:22,36.39,3320000000000.0,45,Urban
509,West Josephberg,2019-03-05 3:27,12.91,103000000000.0,45,Urban
510,West Josephberg,2019-02-09 14:07,4.42,8300000000000.0,45,Urban
511,West Josephberg,2019-01-16 16:17,7.04,2510000000000.0,45,Urban
512,West Josephberg,2019-02-17 6:28,41.49,2820000000000.0,45,Urban
513,West Josephberg,2019-01-29 2:13,7.58,6140000000000.0,45,Urban
514,West Josephberg,2019-02-28 18:19,11.1,3530000000000.0,45,Urban
515,West Josephberg,2019-01-18 12:47,43.85,9650000000000.0,45,Urban
516,West Josephberg,2019-04-19 1:55,42.53,6110000000000.0,45,Urban
517,West Josephberg,2019-02-19 20:48,4.07,1350000000000.0,45,Urban
518,West Josephberg,2019-03-16 7:06,10.04,6780000000000.0,45,Urban
519,West Josephberg,2019-04-29 10:20,28.73,1730000000000.0,45,Urban
520,West Josephberg,2019-01-14 18:07,9.71,4730000000000.0,45,Urban
521,West Josephberg,2019-04-12 0:11,15.49,5120000000000.0,45,Urban
522,West Josephberg,2019-02-15 0:51,36.7,8330000000000.0,45,Urban
523,West Josephberg,2019-03-23 1:43,33.12,2340000000000.0,45,Urban
524,West Josephberg,2019-03-08 21:57,9.54,8120000000000.0,45,Urban
525,West Josephberg,2019-01-17 5:32,7.87,2300000000000.0,45,Urban
526,West Josephberg,2019-04-30 14:45,40.08,5410000000000.0,45,Urban
527,West Josephberg,2019-01-20 1:27,38.39,4400000000000.0,45,Urban
528,West Josephberg,2019-03-21 15:44,6.13,2300000000000.0,45,Urban
529,West Josephberg,2019-03-30 1:27,25.19,7580000000000.0,45,Urban
530,West Josephberg,2019-04-11 3:53,18.65,6030000000000.0,45,Urban
531,West Josephberg,2019-05-07 10:11,29.66,262000000000.0,45,Urban
532,West Josephberg,2019-01-12 12:45,5.77,5090000000000.0,45,Urban
533,West Josephberg,2019-01-31 13:24,38.28,4200000000000.0,45,Urban
534,West Samuelburgh,2019-05-03 14:33,41.12,7330000000000.0,73,Urban
535,West Samuelburgh,2019-05-02 13:55,38.77,2930000000000.0,73,Urban
536,West Samuelburgh,2019-03-03 3:17,25.17,1780000000000.0,73,Urban
537,West Samuelburgh,2019-03-03 16:07,27.48,101000000000.0,73,Urban
538,West Samuelburgh,2019-03-07 1:51,14.55,7160000000000.0,73,Urban
539,West Samuelburgh,2019-02-20 1:05,19.65,6620000000000.0,73,Urban
540,West Samuelburgh,2019-04-17 11:25,15.03,4020000000000.0,73,Urban
541,West Samuelburgh,2019-02-19 11:01,17.77,7610000000000.0,73,Urban
542,West Samuelburgh,2019-01-31 9:17,14.11,6040000000000.0,73,Urban
543,West Samuelburgh,2019-04-17 19:01,10.58,2070000000000.0,73,Urban
544,West Samuelburgh,2019-01-06 8:34,43.05,9810000000000.0,73,Urban
545,West Samuelburgh,2019-04-25 15:55,26.44,4340000000000.0,73,Urban
546,West Samuelburgh,2019-02-12 18:45,6.76,8530000000000.0,73,Urban
547,West Samuelburgh,2019-02-27 6:43,32.73,5620000000000.0,73,Urban
548,West Samuelburgh,2019-01-11 1:36,25.07,151000000000.0,73,Urban
549,West Samuelburgh,2019-01-16 3:43,14.93,502000000000.0,73,Urban
550,West Samuelburgh,2019-02-05 21:02,31.94,6730000000000.0,73,Urban
551,West Samuelburgh,2019-01-18 10:57,16.96,3940000000000.0,73,Urban
552,West Samuelburgh,2019-03-07 20:34,34.22,1130000000000.0,73,Urban
553,West Samuelburgh,2019-01-06 13:23,11.01,73344113439.0,73,Urban
554,West Samuelburgh,2019-02-22 22:11,17.35,3940000000000.0,73,Urban
555,West Samuelburgh,2019-01-31 17:10,9.67,8850000000000.0,73,Urban
556,West Samuelburgh,2019-04-08 12:38,14.52,2480000000000.0,73,Urban
557,West Samuelburgh,2019-03-04 12:38,28.18,9680000000000.0,73,Urban
558,West Samuelburgh,2019-02-22 18:15,7.13,2720000000000.0,73,Urban
559,West Heidi,2019-03-14 23:46,24.4,4910000000000.0,28,Urban
560,West Heidi,2019-04-03 3:16,24.76,1820000000000.0,28,Urban
561,West Heidi,2019-03-30 10:46,22.41,1710000000000.0,28,Urban
562,West Heidi,2019-03-26 9:45,22.33,826000000000.0,28,Urban
563,West Heidi,2019-01-30 12:59,30.84,8940000000000.0,28,Urban
564,West Heidi,2019-03-19 3:15,5.65,2470000000000.0,28,Urban
565,West Heidi,2019-05-05 15:47,37.75,3650000000000.0,28,Urban
566,West Heidi,2019-02-05 19:24,24.32,426000000000.0,28,Urban
567,West Heidi,2019-03-11 16:10,43.45,4650000000000.0,28,Urban
568,West Heidi,2019-02-24 4:41,40.8,4270000000000.0,28,Urban
569,West Heidi,2019-03-30 2:27,11.15,2260000000000.0,28,Urban
570,West Heidi,2019-02-27 11:19,35.19,7000000000000.0,28,Urban
571,West Heidi,2019-03-02 9:13,23.55,6480000000000.0,28,Urban
572,West Heidi,2019-03-18 4:53,4.29,4320000000000.0,28,Urban
573,West Heidi,2019-02-06 0:47,40.55,6260000000000.0,28,Urban
574,West Heidi,2019-01-17 3:43,5.78,9110000000000.0,28,Urban
575,West Heidi,2019-04-06 8:54,25.06,8920000000000.0,28,Urban
576,West Heidi,2019-04-18 20:05,32.74,1750000000000.0,28,Urban
577,West Heidi,2019-04-17 0:03,8.91,7620000000000.0,28,Urban
578,West Heidi,2019-02-09 19:23,39.76,5520000000000.0,28,Urban
579,West Heidi,2019-04-06 21:40,23.41,9790000000000.0,28,Urban
580,West Heidi,2019-04-22 0:38,8.89,5410000000000.0,28,Urban
581,West Heidi,2019-02-19 21:08,7.64,8970000000000.0,28,Urban
582,West Heidi,2019-01-17 9:28,24.19,8800000000000.0,28,Urban
583,West Heidi,2019-01-01 5:23,10.75,6570000000000.0,28,Urban
584,West Heidi,2019-03-21 0:26,9.06,6620000000000.0,28,Urban
585,West Heidi,2019-01-29 8:17,38.68,4820000000000.0,28,Urban
586,West Heidi,2019-01-15 11:49,21.44,83498621902.0,28,Urban
587,Loganberg,2019-04-01 1:06,8.23,679000000000.0,23,Urban
588,Loganberg,2019-01-07 19:02,16.26,9050000000000.0,23,Urban
589,Loganberg,2019-01-21 16:26,22.86,1950000000000.0,23,Urban
590,Loganberg,2019-03-16 11:46,23.99,9490000000000.0,23,Urban
591,Loganberg,2019-03-27 13:32,4.72,6120000000000.0,23,Urban
592,Loganberg,2019-01-25 1:59,26.03,9120000000000.0,23,Urban
593,Loganberg,2019-01-20 1:34,38.66,7240000000000.0,23,Urban
594,Loganberg,2019-01-11 4:27,44.34,1380000000000.0,23,Urban
595,Loganberg,2019-04-10 4:59,35.97,8830000000000.0,23,Urban
596,Loganberg,2019-01-13 23:53,41.86,7050000000000.0,23,Urban
597,Loganberg,2019-02-17 7:58,44.47,3540000000000.0,23,Urban
598,Loganberg,2019-01-31 23:29,13.69,4070000000000.0,23,Urban
599,Loganberg,2019-04-04 8:04,25.93,186000000000.0,23,Urban
600,Loganberg,2019-01-05 14:35,5.92,5330000000000.0,23,Urban
601,Loganberg,2019-04-18 17:41,22.51,3210000000000.0,23,Urban
602,Loganberg,2019-01-12 5:07,36.82,1080000000000.0,23,Urban
603,Loganberg,2019-05-05 17:29,30.47,7770000000000.0,23,Urban
604,Loganberg,2019-02-02 23:09,7.12,1270000000000.0,23,Urban
605,Loganberg,2019-04-03 9:30,5.16,9230000000000.0,23,Urban
606,Loganberg,2019-02-21 13:09,7.49,641000000000.0,23,Urban
607,Loganberg,2019-02-18 11:58,23.98,9370000000000.0,23,Urban
608,Loganberg,2019-04-23 9:19,32.4,2450000000000.0,23,Urban
609,Loganberg,2019-04-18 11:16,16.36,4730000000000.0,23,Urban
610,Loganberg,2019-01-03 6:49,34.42,238000000000.0,23,Urban
611,Loganberg,2019-02-20 9:42,41.16,4360000000000.0,23,Urban
612,Loganberg,2019-03-30 21:22,40.8,3170000000000.0,23,Urban
613,Loganberg,2019-01-31 15:03,20.36,1820000000000.0,23,Urban
614,Loganberg,2019-02-21 18:53,36.21,8540000000000.0,23,Urban
615,Huntermouth,2019-02-10 23:32,25.79,1880000000000.0,37,Urban
616,Huntermouth,2019-02-24 7:57,39.12,928000000000.0,37,Urban
617,Huntermouth,2019-02-19 3:19,7.05,1620000000000.0,37,Urban
618,Huntermouth,2019-04-09 20:23,35.11,3010000000000.0,37,Urban
619,Huntermouth,2019-05-04 15:20,36.77,7190000000000.0,37,Urban
620,Huntermouth,2019-03-21 8:44,32.42,3390000000000.0,37,Urban
621,Huntermouth,2019-03-14 10:37,30.49,9540000000000.0,37,Urban
622,Huntermouth,2019-01-17 12:10,41.48,7800000000000.0,37,Urban
623,Huntermouth,2019-02-03 12:19,31.43,4780000000000.0,37,Urban
624,Huntermouth,2019-03-21 13:31,27.96,3030000000000.0,37,Urban
625,Huntermouth,2019-02-05 8:10,28.58,314000000000.0,37,Urban
626,Huntermouth,2019-03-19 17:31,15.05,1680000000000.0,37,Urban
627,Huntermouth,2019-04-28 17:26,31.43,6660000000000.0,37,Urban
628,Huntermouth,2019-03-02 10:47,10.89,1650000000000.0,37,Urban
629,Huntermouth,2019-01-10 9:40,43.01,7580000000000.0,37,Urban
630,Huntermouth,2019-01-09 22:56,15.31,1530000000000.0,37,Urban
631,Huntermouth,2019-03-20 0:45,40.55,6750000000000.0,37,Urban
632,Huntermouth,2019-01-06 20:23,28.74,654000000000.0,37,Urban
633,Huntermouth,2019-05-07 8:47,25.83,962000000000.0,37,Urban
634,Huntermouth,2019-04-03 7:02,29.88,8970000000000.0,37,Urban
635,Huntermouth,2019-04-20 9:38,23.65,3500000000000.0,37,Urban
636,Huntermouth,2019-01-24 17:07,42.36,2880000000000.0,37,Urban
637,Huntermouth,2019-03-27 11:50,22.64,9540000000000.0,37,Urban
638,Huntermouth,2019-03-17 15:43,30.31,6910000000000.0,37,Urban
639,Grahamburgh,2019-01-15 11:44,40.69,307000000000.0,61,Urban
640,Grahamburgh,2019-04-06 13:48,23.87,1470000000000.0,61,Urban
641,Grahamburgh,2019-02-17 9:54,30.25,4050000000000.0,61,Urban
642,Grahamburgh,2019-03-12 2:44,22.97,4900000000000.0,61,Urban
643,Grahamburgh,2019-01-09 7:00,13.55,5460000000000.0,61,Urban
644,Grahamburgh,2019-03-05 5:39,4.33,804000000000.0,61,Urban
645,Grahamburgh,2019-02-21 6:55,22.65,816000000000.0,61,Urban
646,Grahamburgh,2019-02-25 12:18,14.51,6160000000000.0,61,Urban
647,Grahamburgh,2019-01-18 7:41,23.35,8080000000000.0,61,Urban
648,Grahamburgh,2019-03-24 13:39,32.17,2400000000000.0,61,Urban
649,Grahamburgh,2019-04-20 21:40,40.06,5160000000000.0,61,Urban
650,Grahamburgh,2019-03-04 22:51,34.93,5940000000000.0,61,Urban
651,Grahamburgh,2019-03-27 22:14,4.63,7320000000000.0,61,Urban
652,Grahamburgh,2019-04-29 21:20,13.59,3200000000000.0,61,Urban
653,Grahamburgh,2019-01-28 15:40,44.91,259000000000.0,61,Urban
654,Grahamburgh,2019-04-03 13:27,5.09,8560000000000.0,61,Urban
655,Grahamburgh,2019-03-16 10:03,30.66,4740000000000.0,61,Urban
656,Grahamburgh,2019-02-08 13:28,10.63,3650000000000.0,61,Urban
657,Grahamburgh,2019-03-19 14:30,33.14,4380000000000.0,61,Urban
658,Grahamburgh,2019-02-23 14:58,41.98,3690000000000.0,61,Urban
659,Grahamburgh,2019-02-02 3:52,22.53,6580000000000.0,61,Urban
660,Grahamburgh,2019-03-11 8:09,34.53,1670000000000.0,61,Urban
661,Grahamburgh,2019-02-16 12:22,30.23,5120000000000.0,61,Urban
662,Grahamburgh,2019-04-10 1:16,37.67,1450000000000.0,61,Urban
663,Grahamburgh,2019-01-03 15:37,17.61,7880000000000.0,61,Urban
664,Port Frank,2019-02-02 14:14,41.47,6750000000000.0,23,Urban
665,Port Frank,2019-04-19 19:35,26.47,6720000000000.0,23,Urban
666,Port Frank,2019-04-06 21:38,18.08,5470000000000.0,23,Urban
667,Port Frank,2019-01-08 23:51,42.13,2100000000000.0,23,Urban
668,Port Frank,2019-02-05 10:34,20.1,4440000000000.0,23,Urban
669,Port Frank,2019-02-18 18:49,39.06,7300000000000.0,23,Urban
670,Port Frank,2019-03-16 20:54,30.24,1450000000000.0,23,Urban
671,Port Frank,2019-03-26 19:09,28.83,890000000000.0,23,Urban
672,Port Frank,2019-02-10 8:14,40.82,6390000000000.0,23,Urban
673,Port Frank,2019-04-02 15:48,13.55,4850000000000.0,23,Urban
674,Port Frank,2019-04-25 23:04,19.43,7790000000000.0,23,Urban
675,Port Frank,2019-01-27 13:40,38.97,5940000000000.0,23,Urban
676,Port Frank,2019-02-17 13:21,32.44,5390000000000.0,23,Urban
677,Port Frank,2019-01-14 9:19,43.27,491000000000.0,23,Urban
678,Port Frank,2019-04-06 20:51,21.02,9710000000000.0,23,Urban
679,Port Frank,2019-03-05 0:42,36.35,9210000000000.0,23,Urban
680,Port Frank,2019-03-09 16:59,6.5,2110000000000.0,23,Urban
681,Port Frank,2019-04-04 11:46,39.39,7970000000000.0,23,Urban
682,Port Frank,2019-04-05 7:22,14.21,8370000000000.0,23,Urban
683,Port Frank,2019-04-05 15:44,36.08,346000000000.0,23,Urban
684,Port Frank,2019-04-18 0:39,33.73,2260000000000.0,23,Urban
685,Port Frank,2019-02-28 7:39,33.83,1260000000000.0,23,Urban
686,Port Frank,2019-01-19 13:08,4.86,5080000000000.0,23,Urban
687,Port Frank,2019-02-26 5:03,25.18,7280000000000.0,23,Urban
688,Port Frank,2019-01-05 18:22,35.35,1920000000000.0,23,Urban
689,Port Frank,2019-05-03 20:22,21.11,9060000000000.0,23,Urban
690,Port Frank,2019-03-19 15:21,22.63,9910000000000.0,23,Urban
691,Port Frank,2019-01-16 22:42,11.97,8710000000000.0,23,Urban
692,Port Frank,2019-02-21 18:44,19.81,2190000000000.0,23,Urban
693,Port Frank,2019-01-18 11:45,19.98,4490000000000.0,23,Urban
694,Port Frank,2019-01-15 7:42,30.93,8730000000000.0,23,Urban
695,Port Frank,2019-02-06 3:34,34.86,3940000000000.0,23,Urban
696,Port Frank,2019-04-28 9:03,15.0,7320000000000.0,23,Urban
697,East Kaylahaven,2019-02-28 4:13,25.96,3660000000000.0,65,Urban
698,East Kaylahaven,2019-04-04 2:35,23.18,57422927996.0,65,Urban
699,East Kaylahaven,2019-04-02 7:05,9.67,2090000000000.0,65,Urban
700,East Kaylahaven,2019-01-17 10:15,40.82,6340000000000.0,65,Urban
701,East Kaylahaven,2019-04-09 16:57,10.03,8040000000000.0,65,Urban
702,East Kaylahaven,2019-02-11 0:24,43.19,8670000000000.0,65,Urban
703,East Kaylahaven,2019-04-06 16:17,35.79,8930000000000.0,65,Urban
704,East Kaylahaven,2019-01-29 7:28,41.62,7160000000000.0,65,Urban
705,East Kaylahaven,2019-02-28 16:46,33.72,1220000000000.0,65,Urban
706,East Kaylahaven,2019-03-17 23:54,8.62,1950000000000.0,65,Urban
707,East Kaylahaven,2019-01-29 13:01,9.81,2060000000000.0,65,Urban
708,East Kaylahaven,2019-03-23 10:48,4.64,1910000000000.0,65,Urban
709,East Kaylahaven,2019-01-04 23:57,24.37,5740000000000.0,65,Urban
710,East Kaylahaven,2019-03-27 0:44,25.29,4840000000000.0,65,Urban
711,East Kaylahaven,2019-01-07 20:29,5.56,4660000000000.0,65,Urban
712,East Kaylahaven,2019-03-21 22:54,9.42,1470000000000.0,65,Urban
713,East Kaylahaven,2019-02-23 0:41,15.94,1600000000000.0,65,Urban
714,East Kaylahaven,2019-02-10 12:42,6.69,6070000000000.0,65,Urban
715,East Kaylahaven,2019-01-21 16:07,36.89,2410000000000.0,65,Urban
716,East Kaylahaven,2019-04-17 0:28,41.19,632000000000.0,65,Urban
717,East Kaylahaven,2019-02-16 21:02,34.42,8000000000000.0,65,Urban
718,East Kaylahaven,2019-03-01 15:07,23.45,3220000000000.0,65,Urban
719,East Kaylahaven,2019-01-11 10:41,8.02,9780000000000.0,65,Urban
720,East Kaylahaven,2019-02-04 2:25,38.13,2890000000000.0,65,Urban
721,East Kaylahaven,2019-01-24 16:52,31.4,7430000000000.0,65,Urban
722,East Kaylahaven,2019-02-11 21:07,4.75,9780000000000.0,65,Urban
723,East Kaylahaven,2019-04-30 8:22,37.41,1760000000000.0,65,Urban
724,East Kaylahaven,2019-03-24 13:53,32.21,6710000000000.0,65,Urban
725,East Kaylahaven,2019-01-29 6:40,26.79,5040000000000.0,65,Urban
726,West Robert,2019-02-15 4:21,12.28,1440000000000.0,39,Urban
727,West Robert,2019-04-05 3:18,44.58,4250000000000.0,39,Urban
728,West Robert,2019-01-21 17:21,27.11,1370000000000.0,39,Urban
729,West Robert,2019-04-13 6:56,32.94,9600000000000.0,39,Urban
730,West Robert,2019-01-04 6:10,35.35,9550000000000.0,39,Urban
731,West Robert,2019-05-05 5:18,10.15,9390000000000.0,39,Urban
732,West Robert,2019-03-24 15:21,34.9,9470000000000.0,39,Urban
733,West Robert,2019-01-11 11:10,5.16,1590000000000.0,39,Urban
734,West Robert,2019-03-07 15:57,12.22,2710000000000.0,39,Urban
735,West Robert,2019-05-04 4:36,5.36,9800000000000.0,39,Urban
736,West Robert,2019-03-06 6:10,22.86,2320000000000.0,39,Urban
